#        BLOCK:          R:        ACTUAL_GOFR:          GOFR_AVE:           ERROR: 
           3      3.748716e+00      9.930594e-01      1.000135e+00      2.893576e-03
           3      3.813349e+00      9.802179e-01      9.913539e-01      5.049862e-03
           3      3.877982e+00      9.916083e-01      9.933678e-01      4.063606e-03
           3      3.942615e+00      9.746167e-01      9.857713e-01      4.555760e-03
           3      4.007249e+00      9.861266e-01      9.911845e-01      2.541652e-03
           3      4.071882e+00      9.917910e-01      9.887049e-01      3.135579e-03
           3      4.136515e+00      9.921198e-01      9.852498e-01      2.953147e-03
           3      4.201148e+00      9.912413e-01      9.933615e-01      3.770867e-03
           3      4.265781e+00      9.802658e-01      9.857579e-01      3.440366e-03
           3      4.330414e+00      9.883435e-01      9.873573e-01      4.276144e-04
           3      4.395047e+00      9.891959e-01      9.904289e-01      8.906347e-04
           3      4.459680e+00      9.915678e-01      9.866790e-01      2.031389e-03
           3      4.524313e+00      9.846012e-01      9.866400e-01      1.322368e-03
           3      4.588946e+00      9.795233e-01      9.856657e-01      2.553715e-03
           3      4.653579e+00      9.879205e-01      9.837982e-01      2.413779e-03
           3      4.718212e+00      9.899546e-01      9.884155e-01      1.576102e-03
           3      4.782845e+00      9.812677e-01      9.843817e-01      1.460280e-03
           3      4.847478e+00      9.856551e-01      9.888403e-01      1.913489e-03
           3      4.912111e+00      9.847322e-01      9.869922e-01      4.103598e-03
           3      4.976744e+00      9.822017e-01      9.900044e-01      3.189191e-03
           3      5.041377e+00      9.917378e-01      9.889980e-01      1.134177e-03
           3      5.106010e+00      9.841046e-01      9.861052e-01      1.654666e-03
           3      5.170643e+00      9.907929e-01      9.873285e-01      2.956812e-03
           3      5.235276e+00      9.841553e-01      9.827748e-01      2.636820e-03
           3      5.299909e+00      9.886607e-01      9.872974e-01      1.796996e-03
           3      5.364542e+00      9.889352e-01      9.887395e-01      1.045535e-03
           3      5.429175e+00      9.825144e-01      9.849961e-01      1.123887e-03
           3      5.493808e+00      9.830949e-01      9.828784e-01      7.915739e-04
           3      5.558442e+00      9.854505e-01      9.835126e-01      1.208063e-03
           3      5.623075e+00      9.889750e-01      9.895286e-01      2.354831e-03
           3      5.687708e+00      9.872392e-01      9.862474e-01      1.301400e-03
           3      5.752341e+00      9.952885e-01      9.889109e-01      3.655863e-03
           3      5.816974e+00      9.811051e-01      9.852257e-01      1.809814e-03
           3      5.881607e+00      9.927511e-01      9.844393e-01      3.396426e-03
           3      5.946240e+00      9.842049e-01      9.843750e-01      7.729273e-04
           3      6.010873e+00      9.841048e-01      9.856532e-01      8.134990e-04
           3      6.075506e+00      9.872112e-01      9.872173e-01      8.790904e-05
           3      6.140139e+00      9.874229e-01      9.836986e-01      1.610752e-03
           3      6.204772e+00      9.830006e-01      9.839286e-01      9.151236e-04
           3      6.269405e+00      9.819729e-01      9.868646e-01      2.026852e-03
           3      6.334038e+00      9.851044e-01      9.884478e-01      2.141989e-03
           3      6.398671e+00      9.859607e-01      9.828110e-01      1.405144e-03
           4      0.000000e+00      0.000000e+00      0.000000e+00      0.000000e+00
           4      6.463304e-02      0.000000e+00      0.000000e+00      0.000000e+00
           4      1.292661e-01      0.000000e+00      0.000000e+00      0.000000e+00
